Популярные страницы,Kлики,Показы,CTR,Позиция
https://docta.me/clinics/19?lang=en,1,10,10%,7.3
https://docta.me/doctors?specialtyIds=7&languageIds=1&lang=sr-cyrl,1,10,10%,7.5
https://docta.me/doctors?specialtyIds=78&languageIds=1&cityIds=4,1,10,10%,7.8
https://docta.me/doctors/589,1,10,10%,8.1
https://docta.me/doctors?specialtyIds=34&languageIds=3&cityIds=1&lang=ru,1,10,10%,8.1
https://docta.me/doctors?specialtyIds=9&cityIds=4&lang=en,1,10,10%,8.1
https://docta.me/doctors?languageIds=3&cityIds=2,1,10,10%,8.5
https://docta.me/doctors?specialtyIds=16&lang=de,1,10,10%,8.6
https://docta.me/doctors?specialtyIds=10&languageIds=1&cityIds=2&lang=en,1,10,10%,9.1
https://docta.me/doctors?specialtyIds=3&cityIds=3&lang=en,1,10,10%,9.1
https://docta.me/doctors/904,1,10,10%,9.9
https://docta.me/clinics/83?lang=de,1,10,10%,10.5
https://docta.me/doctors?specialtyIds=11&languageIds=1&cityIds=3&lang=ru,1,10,10%,11.8
https://docta.me/doctors?specialtyIds=12&languageIds=2&cityIds=8,1,10,10%,11.9
https://docta.me/doctors?specialtyIds=74&languageIds=3&cityIds=1,1,10,10%,12.2
https://docta.me/doctors?specialtyIds=11&languageIds=1&cityIds=8,1,10,10%,12.6
https://docta.me/doctors?specialtyIds=50&languageIds=1,1,10,10%,16
https://docta.me/clinics/23?lang=sr-cyrl,1,10,10%,17.1
https://docta.me/doctors?specialtyIds=12&languageIds=1&cityIds=3,1,10,10%,22
https://docta.me/clinics/59?lang=de,1,10,10%,22.2
https://docta.me/doctors?specialtyIds=8&cityIds=1&lang=de,1,10,10%,23.3
https://docta.me/doctors?specialtyIds=74&lang=sr-cyrl,1,10,10%,24.6
https://docta.me/doctors?specialtyIds=6&languageIds=1&cityIds=3&lang=en,1,9,11.11%,5.22
https://docta.me/doctors/849,1,9,11.11%,5.78
https://docta.me/doctors?specialtyIds=18&languageIds=1,1,9,11.11%,5.89
https://docta.me/doctors?specialtyIds=8&cityIds=3&lang=ru,1,9,11.11%,6.11
https://docta.me/doctors?specialtyIds=87&cityIds=3,1,9,11.11%,6.78
https://docta.me/doctors?specialtyIds=45&languageIds=3&lang=en,1,9,11.11%,6.89
https://docta.me/doctors/968?lang=sr-cyrl,1,9,11.11%,7.11
https://docta.me/doctors?specialtyIds=10&languageIds=2,1,9,11.11%,7.11
https://docta.me/doctors?clinicIds=47&lang=sr-cyrl,1,9,11.11%,7.67
https://docta.me/doctors?specialtyIds=7&languageIds=1&cityIds=7,1,9,11.11%,8
https://docta.me/doctors?specialtyIds=11&cityIds=7&lang=en,1,9,11.11%,8.78
https://docta.me/doctors?specialtyIds=1&languageIds=3,1,9,11.11%,9.11
https://docta.me/clinics/34?lang=ru,1,9,11.11%,9.33
https://docta.me/doctors?specialtyIds=27&languageIds=1,1,9,11.11%,9.56
https://docta.me/clinics/86?lang=de,1,9,11.11%,9.89
https://docta.me/doctors?specialtyIds=45&cityIds=6&lang=en,1,9,11.11%,9.89
https://docta.me/doctors?clinicIds=65&lang=tr,1,9,11.11%,10
https://docta.me/doctors?specialtyIds=4&languageIds=2&lang=ru,1,9,11.11%,10
https://docta.me/doctors?specialtyIds=29,1,9,11.11%,10.22
https://docta.me/doctors/46?lang=sr-cyrl,1,9,11.11%,11.22
https://docta.me/doctors?clinicIds=15&lang=tr,1,9,11.11%,12.22
https://docta.me/doctors?specialtyIds=5&lang=tr,1,9,11.11%,13.78
https://docta.me/doctors?specialtyIds=33&cityIds=2,1,9,11.11%,15
https://docta.me/doctors?specialtyIds=45&languageIds=2&cityIds=1,1,9,11.11%,16
https://docta.me/doctors?specialtyIds=40&cityIds=7,1,9,11.11%,22.56
https://docta.me/doctors?specialtyIds=9&languageIds=2&cityIds=1&lang=ru,1,9,11.11%,24.22
https://docta.me/doctors?specialtyIds=4&languageIds=1&cityIds=7&lang=sr-cyrl,1,9,11.11%,24.44
https://docta.me/services/4115?lang=en,1,8,12.5%,3.25
https://docta.me/doctors/890?lang=sr-cyrl,1,8,12.5%,3.75
https://docta.me/doctors/375?lang=sr-cyrl,1,8,12.5%,4.38
https://docta.me/doctors/861?lang=sr-cyrl,1,8,12.5%,4.62
https://docta.me/doctors?specialtyIds=1&languageIds=3&cityIds=1&lang=en,1,8,12.5%,4.62
https://docta.me/doctors?specialtyIds=20&languageIds=1&cityIds=2&lang=en,1,8,12.5%,4.62
https://docta.me/doctors/647,1,8,12.5%,5.62
https://docta.me/doctors?specialtyIds=38&languageIds=2,1,8,12.5%,6
https://docta.me/doctors/10?lang=en,1,8,12.5%,6.38
https://docta.me/doctors/110?lang=sr-cyrl,1,8,12.5%,6.75
https://docta.me/doctors?specialtyIds=3&languageIds=1&cityIds=6,1,8,12.5%,7
https://docta.me/doctors/14?lang=sr-cyrl,1,8,12.5%,7.38
https://docta.me/doctors?specialtyIds=38&lang=ru,1,8,12.5%,7.38
https://docta.me/doctors/604,1,8,12.5%,7.5
https://docta.me/doctors?specialtyIds=28&languageIds=1,1,8,12.5%,7.62
https://docta.me/doctors?specialtyIds=9&cityIds=3&lang=en,1,8,12.5%,7.62
https://docta.me/doctors/439,1,8,12.5%,8
https://docta.me/doctors?clinicIds=23&lang=en,1,8,12.5%,8
https://docta.me/doctors/543,1,8,12.5%,8.62
https://docta.me/doctors/837,1,8,12.5%,8.62
https://docta.me/doctors/209?lang=ru,1,8,12.5%,9
https://docta.me/doctors?specialtyIds=24&lang=sr-cyrl,1,8,12.5%,9.12
https://docta.me/doctors?specialtyIds=26,1,8,12.5%,9.12
https://docta.me/doctors?specialtyIds=18,1,8,12.5%,9.38
https://docta.me/services/3946,1,8,12.5%,9.5
https://docta.me/doctors?specialtyIds=11&languageIds=1&cityIds=4&lang=sr-cyrl,1,8,12.5%,9.75
https://docta.me/doctors?specialtyIds=9&cityIds=1&lang=ru,1,8,12.5%,9.75
https://docta.me/doctors?specialtyIds=68&cityIds=1&lang=en,1,8,12.5%,10
https://docta.me/doctors/637?lang=en,1,8,12.5%,11.5
https://docta.me/doctors/634,1,8,12.5%,11.88
https://docta.me/doctors?specialtyIds=82&lang=en,1,8,12.5%,12
https://docta.me/doctors?specialtyIds=42&lang=sr-cyrl,1,8,12.5%,12.25
https://docta.me/doctors?specialtyIds=13&languageIds=2&cityIds=7,1,8,12.5%,12.62
https://docta.me/doctors?specialtyIds=78&languageIds=2,1,8,12.5%,14.5
https://docta.me/doctors?specialtyIds=44&lang=ru,1,8,12.5%,14.62
https://docta.me/doctors/333?lang=ru,1,8,12.5%,14.75
https://docta.me/doctors/532?lang=en,1,8,12.5%,15.38
https://docta.me/doctors?specialtyIds=10&cityIds=4&lang=sr-cyrl,1,8,12.5%,15.38
https://docta.me/doctors?specialtyIds=35,1,8,12.5%,15.88
https://docta.me/doctors?specialtyIds=11&languageIds=3&cityIds=7,1,8,12.5%,18.88
https://docta.me/services/3695?lang=ru,1,8,12.5%,18.88
https://docta.me/doctors?specialtyIds=8&languageIds=2,1,8,12.5%,19.38
https://docta.me/doctors/121?lang=sr-cyrl,1,8,12.5%,20
https://docta.me/doctors?specialtyIds=8&cityIds=4,1,8,12.5%,20.12
https://docta.me/services/1746?lang=ru,1,8,12.5%,26.62
https://docta.me/doctors/960?lang=ru,1,8,12.5%,28.75
https://docta.me/doctors?specialtyIds=13&languageIds=1&cityIds=1&lang=ru,1,8,12.5%,36.62
https://docta.me/labtests/253?lang=en,1,7,14.29%,2.57
https://docta.me/labtests?lang=ru,1,7,14.29%,4.57
https://docta.me/clinics?lang=ru,1,7,14.29%,4.71
https://docta.me/doctors/519?lang=ru,1,7,14.29%,4.71
https://docta.me/doctors/383?lang=sr-cyrl,1,7,14.29%,5
https://docta.me/clinics/44?lang=de,1,7,14.29%,5.29
https://docta.me/doctors?clinicIds=62&lang=ru,1,7,14.29%,5.71
https://docta.me/doctors/919?lang=sr-cyrl,1,7,14.29%,5.86
https://docta.me/doctors/14?lang=en,1,7,14.29%,6.29
https://docta.me/doctors?languageIds=2&cityIds=8&lang=en,1,7,14.29%,6.57
https://docta.me/doctors?clinicIds=64&lang=ru,1,7,14.29%,6.71
https://docta.me/doctors?specialtyIds=11&languageIds=2&lang=ru,1,7,14.29%,6.86
https://docta.me/doctors?specialtyIds=7&languageIds=1&cityIds=3&lang=ru,1,7,14.29%,7
https://docta.me/doctors/962,1,7,14.29%,7.14
https://docta.me/services/1959,1,7,14.29%,7.14
https://docta.me/doctors?specialtyIds=34&languageIds=3&cityIds=7,1,7,14.29%,7.43
https://docta.me/doctors?specialtyIds=8&languageIds=3&lang=ru,1,7,14.29%,7.43
https://docta.me/doctors?specialtyIds=1&cityIds=2&lang=sr-cyrl,1,7,14.29%,7.57
https://docta.me/doctors/718?lang=en,1,7,14.29%,8.14
https://docta.me/doctors?clinicIds=38&lang=en,1,7,14.29%,8.14
https://docta.me/doctors?specialtyIds=11&languageIds=1&cityIds=7&lang=tr,1,7,14.29%,8.14
https://docta.me/doctors?specialtyIds=75&languageIds=3&cityIds=1&lang=en,1,7,14.29%,8.14
https://docta.me/doctors?specialtyIds=32&cityIds=3,1,7,14.29%,8.29
https://docta.me/doctors?specialtyIds=49&languageIds=3&cityIds=1,1,7,14.29%,8.29
https://docta.me/doctors?specialtyIds=70&lang=en,1,7,14.29%,8.29
https://docta.me/doctors/821?lang=sr-cyrl,1,7,14.29%,8.86
https://docta.me/doctors?clinicIds=23&lang=ru,1,7,14.29%,9
https://docta.me/doctors?specialtyIds=73&cityIds=4,1,7,14.29%,9.57
https://docta.me/doctors?specialtyIds=43&languageIds=1,1,7,14.29%,9.71
https://docta.me/doctors/781?lang=sr-cyrl,1,7,14.29%,9.86
https://docta.me/doctors?specialtyIds=39&cityIds=1&lang=sr-cyrl,1,7,14.29%,11.43
https://docta.me/doctors?specialtyIds=76&lang=sr-cyrl,1,7,14.29%,12.43
https://docta.me/doctors?specialtyIds=9&cityIds=4&lang=ru,1,7,14.29%,12.43
https://docta.me/doctors?specialtyIds=74&languageIds=2&cityIds=1,1,7,14.29%,13.29
https://docta.me/doctors?languageIds=3&cityIds=4&lang=en,1,7,14.29%,13.57
https://docta.me/doctors?specialtyIds=13&lang=ru,1,7,14.29%,14.43
https://docta.me/doctors?specialtyIds=10&languageIds=1&lang=en,1,7,14.29%,15.43
https://docta.me/doctors?specialtyIds=13&languageIds=3&cityIds=7,1,7,14.29%,20.71
https://docta.me/doctors?specialtyIds=69&lang=en,1,7,14.29%,22.14
https://docta.me/doctors/9,1,7,14.29%,24.29
https://docta.me/doctors?specialtyIds=45&languageIds=2,1,7,14.29%,28.43
https://docta.me/doctors?specialtyIds=51&languageIds=3&cityIds=1,1,7,14.29%,35.57
https://docta.me/doctors/467?lang=sr-cyrl,1,6,16.67%,3.5
https://docta.me/doctors/218,1,6,16.67%,4.5
https://docta.me/doctors/765?lang=en,1,6,16.67%,4.5
https://docta.me/doctors?specialtyIds=70&cityIds=1&lang=en,1,6,16.67%,5.67
https://docta.me/services/3637?lang=en,1,6,16.67%,5.67
https://docta.me/doctors?specialtyIds=49&languageIds=2&cityIds=1,1,6,16.67%,5.83
https://docta.me/doctors?specialtyIds=76&cityIds=1&lang=ru,1,6,16.67%,5.83
https://docta.me/doctors/451,1,6,16.67%,6
https://docta.me/doctors/743?lang=sr-cyrl,1,6,16.67%,6
https://docta.me/doctors?specialtyIds=12&languageIds=1&cityIds=2,1,6,16.67%,6
https://docta.me/doctors?specialtyIds=50&lang=ru,1,6,16.67%,6
https://docta.me/doctors/247,1,6,16.67%,6.83
https://docta.me/doctors/780,1,6,16.67%,6.83
https://docta.me/doctors?clinicIds=22&lang=tr,1,6,16.67%,6.83
https://docta.me/doctors/157?lang=sr-cyrl,1,6,16.67%,7
https://docta.me/doctors?clinicIds=25&lang=sr-cyrl,1,6,16.67%,7.67
https://docta.me/doctors/226?lang=sr-cyrl,1,6,16.67%,7.83
https://docta.me/doctors?specialtyIds=15&cityIds=2&lang=sr-cyrl,1,6,16.67%,7.83
https://docta.me/doctors?specialtyIds=22&cityIds=2&lang=sr-cyrl,1,6,16.67%,8.17
https://docta.me/labtests/357,1,6,16.67%,8.17
https://docta.me/doctors/46,1,6,16.67%,8.5
https://docta.me/doctors?specialtyIds=20&languageIds=1&cityIds=2,1,6,16.67%,8.5
https://docta.me/doctors/275?lang=sr-cyrl,1,6,16.67%,8.67
https://docta.me/doctors?specialtyIds=49&languageIds=1&cityIds=1,1,6,16.67%,8.83
https://docta.me/clinics/48?lang=ru,1,6,16.67%,9.33
https://docta.me/doctors/769,1,6,16.67%,9.33
https://docta.me/doctors?clinicIds=46&lang=ru,1,6,16.67%,9.33
https://docta.me/doctors?specialtyIds=16&cityIds=3,1,6,16.67%,9.33
https://docta.me/doctors?specialtyIds=12&languageIds=1&cityIds=6,1,6,16.67%,9.5
https://docta.me/doctors?specialtyIds=44&languageIds=1&cityIds=2,1,6,16.67%,9.5
https://docta.me/doctors?specialtyIds=8&languageIds=3&lang=en,1,6,16.67%,9.5
https://docta.me/clinics/in-vitro-plus-podgorica?lang=ru,1,6,16.67%,9.83
https://docta.me/doctors/517?lang=sr-cyrl,1,6,16.67%,10
https://docta.me/doctors?specialtyIds=39&lang=sr-cyrl,1,6,16.67%,11.67
https://docta.me/services/3161,1,6,16.67%,12
https://docta.me/doctors/392?lang=sr-cyrl,1,6,16.67%,12.83
https://docta.me/doctors?specialtyIds=52&languageIds=1&cityIds=1&lang=en,1,6,16.67%,15.33
https://docta.me/doctors?specialtyIds=19&lang=ru,1,6,16.67%,16.5
https://docta.me/doctors?specialtyIds=4&cityIds=7&lang=en,1,6,16.67%,18.67
https://docta.me/doctors?specialtyIds=19&languageIds=1&lang=en,1,6,16.67%,20.67
https://docta.me/doctors?specialtyIds=22&languageIds=1&cityIds=1&lang=sr-cyrl,1,6,16.67%,22.83
https://docta.me/services/1486,1,6,16.67%,25.17
https://docta.me/doctors?specialtyIds=12&cityIds=2&lang=en,1,6,16.67%,35.5
https://docta.me/doctors?specialtyIds=48&languageIds=1&cityIds=1,1,5,20%,4.2
https://docta.me/doctors?specialtyIds=1&languageIds=1&lang=ru,1,5,20%,4.6
https://docta.me/doctors/96?lang=ru,1,5,20%,5.2
https://docta.me/doctors/544,1,5,20%,5.4
https://docta.me/doctors?specialtyIds=17&languageIds=3&lang=en,1,5,20%,5.4
https://docta.me/doctors?specialtyIds=18&languageIds=1&cityIds=1&lang=ru,1,5,20%,5.4
https://docta.me/doctors?specialtyIds=4&languageIds=2&cityIds=1&lang=ru,1,5,20%,5.4
https://docta.me/doctors/444?lang=en,1,5,20%,5.6
https://docta.me/doctors/905?lang=sr-cyrl,1,5,20%,5.8
https://docta.me/doctors?specialtyIds=27&cityIds=2,1,5,20%,6.2
https://docta.me/doctors/759,1,5,20%,6.4
https://docta.me/doctors?specialtyIds=34&languageIds=3,1,5,20%,6.4
https://docta.me/doctors/433?lang=en,1,5,20%,6.6
https://docta.me/doctors?specialtyIds=36&cityIds=1&lang=sr-cyrl,1,5,20%,6.6
https://docta.me/doctors?specialtyIds=38&languageIds=2&cityIds=1,1,5,20%,7
https://docta.me/doctors/32,1,5,20%,7.2
https://docta.me/services/3946?lang=en,1,5,20%,7.2
https://docta.me/doctors/275,1,5,20%,7.4
https://docta.me/doctors/352,1,5,20%,7.4
https://docta.me/doctors/873?lang=ru,1,5,20%,7.6
https://docta.me/doctors/941?lang=ru,1,5,20%,7.6
https://docta.me/doctors?specialtyIds=21&languageIds=2&cityIds=1&lang=sr-cyrl,1,5,20%,7.6
https://docta.me/services/3540,1,5,20%,7.6
https://docta.me/doctors?specialtyIds=70&cityIds=1,1,5,20%,7.8
https://docta.me/labtests/203,1,5,20%,7.8
https://docta.me/doctors?cityIds=2&lang=tr,1,5,20%,8
https://docta.me/doctors?specialtyIds=51&languageIds=2&lang=ru,1,5,20%,8
https://docta.me/services/3712,1,5,20%,8
https://docta.me/doctors/203,1,5,20%,8.2
https://docta.me/doctors/603?lang=sr-cyrl,1,5,20%,8.4
https://docta.me/doctors/772?lang=sr-cyrl,1,5,20%,8.4
https://docta.me/doctors/645,1,5,20%,8.6
https://docta.me/doctors?specialtyIds=11&languageIds=1&cityIds=6,1,5,20%,8.6
https://docta.me/doctors?specialtyIds=76&languageIds=2&lang=ru,1,5,20%,8.8
https://docta.me/doctors/124?lang=sr-cyrl,1,5,20%,9
https://docta.me/doctors/785?lang=en,1,5,20%,9
https://docta.me/doctors/885,1,5,20%,9.4
https://docta.me/doctors?specialtyIds=15&cityIds=4&lang=sr-cyrl,1,5,20%,9.4
https://docta.me/doctors?specialtyIds=2&cityIds=7,1,5,20%,9.4
https://docta.me/doctors?specialtyIds=3&cityIds=5&lang=sr-cyrl,1,5,20%,9.4
https://docta.me/clinics/25?lang=ru,1,5,20%,9.6
https://docta.me/clinics/32?lang=tr,1,5,20%,10
https://docta.me/doctors?clinicIds=27&lang=tr,1,5,20%,10.4
https://docta.me/doctors?specialtyIds=47&languageIds=2,1,5,20%,10.8
https://docta.me/doctors?specialtyIds=33&languageIds=1&cityIds=1&lang=en,1,5,20%,14.2
https://docta.me/services/3766,1,5,20%,14.2
https://docta.me/doctors/669?lang=sr-cyrl,1,5,20%,15.6
https://docta.me/doctors?specialtyIds=44&cityIds=2,1,5,20%,16.4
https://docta.me/services/1493,1,5,20%,17.4
https://docta.me/doctors?clinicIds=51&lang=ru,1,5,20%,19.2
https://docta.me/doctors?specialtyIds=52&languageIds=3&cityIds=1,1,5,20%,19.4
https://docta.me/doctors?specialtyIds=82&languageIds=2&cityIds=1,1,5,20%,19.4
https://docta.me/doctors?specialtyIds=22&languageIds=2&lang=en,1,5,20%,20.6
https://docta.me/doctors/836?lang=sr-cyrl,1,5,20%,22.2
https://docta.me/doctors?specialtyIds=47&cityIds=1&lang=sr-cyrl,1,5,20%,23
https://docta.me/services/2239,1,5,20%,27.6
https://docta.me/services/1978?lang=sr-cyrl,1,5,20%,30.8
https://docta.me/doctors?specialtyIds=68&languageIds=1,1,5,20%,45.2
https://docta.me/doctors?specialtyIds=80&languageIds=3&cityIds=1&lang=en,1,4,25%,2.75
https://docta.me/services/hemorrhoid-rubber-band-ligation?lang=en,1,4,25%,3
https://docta.me/doctors/647?lang=ru,1,4,25%,4.75
https://docta.me/doctors?specialtyIds=15&lang=en,1,4,25%,4.75
https://docta.me/doctors?specialtyIds=15&languageIds=1&lang=en,1,4,25%,5
https://docta.me/doctors?specialtyIds=17&cityIds=1&lang=ru,1,4,25%,5
https://docta.me/services/1618?lang=ru,1,4,25%,5
https://docta.me/services/2253,1,4,25%,5
https://docta.me/doctors?specialtyIds=86&cityIds=1,1,4,25%,5.25
https://docta.me/services/4146?lang=en,1,4,25%,5.25
https://docta.me/doctors/78?lang=sr-cyrl,1,4,25%,5.5
https://docta.me/doctors/149?lang=sr-cyrl,1,4,25%,5.75
https://docta.me/doctors?specialtyIds=5&languageIds=2&cityIds=3&lang=ru,1,4,25%,5.75
https://docta.me/doctors/466?lang=ru,1,4,25%,6.25
https://docta.me/doctors/775,1,4,25%,6.25
https://docta.me/doctors?specialtyIds=22&lang=tr,1,4,25%,6.25
https://docta.me/doctors/813?lang=sr-cyrl,1,4,25%,6.5
https://docta.me/doctors?specialtyIds=3&languageIds=1&cityIds=4&lang=sr-cyrl,1,4,25%,6.5
https://docta.me/doctors/476?lang=sr-cyrl,1,4,25%,6.75
https://docta.me/doctors/668,1,4,25%,6.75
https://docta.me/doctors?specialtyIds=8&languageIds=2&cityIds=4&lang=en,1,4,25%,6.75
https://docta.me/doctors?specialtyIds=36&languageIds=1&cityIds=1&lang=en,1,4,25%,7
https://docta.me/doctors/68?lang=sr-cyrl,1,4,25%,7.25
https://docta.me/doctors?clinicIds=37&lang=tr,1,4,25%,7.25
https://docta.me/doctors?specialtyIds=87&languageIds=1&cityIds=7,1,4,25%,7.5
https://docta.me/doctors/455?lang=en,1,4,25%,7.75
https://docta.me/doctors/497,1,4,25%,8
https://docta.me/doctors/775?lang=ru,1,4,25%,8
https://docta.me/doctors?specialtyIds=30&cityIds=2&lang=sr-cyrl,1,4,25%,8
https://docta.me/doctors/983,1,4,25%,8.25
https://docta.me/doctors?specialtyIds=79&languageIds=1,1,4,25%,8.25
https://docta.me/doctors?specialtyIds=8&languageIds=3&cityIds=1&lang=ru,1,4,25%,8.25
https://docta.me/doctors/681?lang=sr-cyrl,1,4,25%,8.5
https://docta.me/doctors?specialtyIds=73&languageIds=1&cityIds=4&lang=en,1,4,25%,8.75
https://docta.me/services/2198?lang=ru,1,4,25%,8.75
https://docta.me/labtests/41?lang=en,1,4,25%,9
https://docta.me/doctors/280?lang=sr-cyrl,1,4,25%,9.25
https://docta.me/doctors/3?lang=ru,1,4,25%,9.25
https://docta.me/doctors?specialtyIds=28&languageIds=1&cityIds=1&lang=sr-cyrl,1,4,25%,9.25
https://docta.me/doctors?specialtyIds=45&languageIds=3&lang=ru,1,4,25%,9.75
https://docta.me/doctors/745?lang=en,1,4,25%,10.25
https://docta.me/doctors?specialtyIds=18&cityIds=8,1,4,25%,10.25
https://docta.me/doctors?specialtyIds=52&languageIds=2&cityIds=1&lang=sr-cyrl,1,4,25%,10.25
https://docta.me/doctors/308?lang=sr-cyrl,1,4,25%,10.75
https://docta.me/doctors/602?lang=ru,1,4,25%,11
https://docta.me/clinics/a3-medical-sutomore?lang=ru,1,4,25%,11.25
https://docta.me/labtests/359,1,4,25%,11.25
https://docta.me/labtests/1726,1,4,25%,11.75
https://docta.me/doctors?specialtyIds=40&cityIds=3&lang=sr-cyrl,1,4,25%,13
